ID,recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit
51669,9,2) $100 - $200,108.1,1,0,Urban,0,Phone,Mens E-Mail,1
48652,4,"7) $1,000 +",1142.41,1,1,Rural,1,Multichannel,No E-Mail,0
48810,3,3) $200 - $350,337.56,1,0,Urban,1,Web,Womens E-Mail,0
33487,4,1) $0 - $100,83.14,1,0,Urban,0,Phone,Womens E-Mail,1
18277,9,3) $200 - $350,278.8,1,0,Surburban,0,Web,Mens E-Mail,0
24821,7,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,0
5132,10,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,1
59972,9,1) $0 - $100,82.37,0,1,Surburban,0,Phone,Mens E-Mail,0
56367,9,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0
39294,1,3) $200 - $350,217.29,0,1,Urban,0,Phone,No E-Mail,0
30380,1,3) $200 - $350,338.67,0,1,Urban,1,Multichannel,Womens E-Mail,0
61917,12,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0
52236,3,1) $0 - $100,32.09,0,1,Rural,0,Web,No E-Mail,1
48422,9,2) $100 - $200,115.27,1,0,Surburban,0,Web,Mens E-Mail,0
43857,8,1) $0 - $100,43.25,1,0,Urban,1,Phone,Mens E-Mail,0
36444,6,2) $100 - $200,104.55,1,0,Urban,1,Phone,Womens E-Mail,0
5807,3,2) $100 - $200,113.96,1,0,Urban,1,Web,No E-Mail,0
43616,5,1) $0 - $100,31.56,1,0,Urban,0,Web,No E-Mail,0
30900,3,2) $100 - $200,105.85,1,0,Rural,0,Web,Womens E-Mail,0
25391,4,3) $200 - $350,287.17,1,1,Surburban,0,Multichannel,Womens E-Mail,0
50590,4,5) $500 - $750,690.82,1,1,Urban,1,Phone,Mens E-Mail,0
14535,5,2) $100 - $200,168.94,1,0,Surburban,1,Web,No E-Mail,0
15290,10,2) $100 - $200,121.04,0,1,Surburban,0,Phone,No E-Mail,0
43027,10,1) $0 - $100,65.5,1,0,Urban,0,Web,No E-Mail,0
61067,9,1) $0 - $100,39.62,1,0,Surburban,1,Web,Mens E-Mail,0
15879,1,3) $200 - $350,240.09,0,1,Surburban,0,Phone,No E-Mail,0
1696,11,4) $350 - $500,385.44,0,1,Surburban,0,Web,Womens E-Mail,1
32568,2,4) $350 - $500,433.3,1,0,Urban,0,Multichannel,Womens E-Mail,0
44128,3,"6) $750 - $1,000",946.69,1,1,Urban,1,Phone,Mens E-Mail,1
9247,5,3) $200 - $350,230.93,1,1,Surburban,0,Phone,No E-Mail,0
26598,11,4) $350 - $500,460.52,1,0,Surburban,1,Multichannel,Mens E-Mail,0
1109,3,1) $0 - $100,86.68,1,0,Surburban,1,Web,Mens E-Mail,0
5735,9,1) $0 - $100,41.15,0,1,Surburban,0,Phone,Womens E-Mail,0
44217,9,4) $350 - $500,354.14,1,0,Surburban,0,Multichannel,Womens E-Mail,0
19828,9,2) $100 - $200,103.55,1,0,Rural,0,Phone,Womens E-Mail,0
47652,11,3) $200 - $350,312.22,1,0,Urban,0,Web,Mens E-Mail,1
35882,9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0
17175,4,3) $200 - $350,208.16,1,1,Urban,1,Multichannel,No E-Mail,0
27271,9,"6) $750 - $1,000",901.05,1,1,Surburban,1,Multichannel,No E-Mail,0
54017,2,3) $200 - $350,222.2,0,1,Rural,0,Phone,Mens E-Mail,0
37879,1,"6) $750 - $1,000",853.02,1,1,Urban,1,Phone,Womens E-Mail,0
36227,9,5) $500 - $750,511.6,1,0,Urban,1,Multichannel,Mens E-Mail,0
41123,8,2) $100 - $200,172.99,0,1,Surburban,0,Web,No E-Mail,0
14365,10,1) $0 - $100,49.58,0,1,Surburban,1,Web,Womens E-Mail,0
53572,1,1) $0 - $100,69.34,0,1,Rural,0,Phone,Mens E-Mail,0
50488,4,4) $350 - $500,457.0,0,1,Surburban,0,Phone,Womens E-Mail,0
30244,2,2) $100 - $200,113.22,1,0,Surburban,0,Phone,Mens E-Mail,0
5133,2,2) $100 - $200,158.33,0,1,Surburban,0,Web,Womens E-Mail,1
37526,10,1) $0 - $100,34.54,1,0,Rural,0,Web,Mens E-Mail,0
1305,2,5) $500 - $750,572.19,0,1,Urban,1,Multichannel,Mens E-Mail,1
28104,5,1) $0 - $100,72.1,1,0,Surburban,1,Phone,No E-Mail,0
2112,1,2) $100 - $200,109.11,1,0,Urban,0,Phone,Mens E-Mail,0
36792,6,3) $200 - $350,230.91,0,1,Surburban,1,Phone,Womens E-Mail,0
57217,1,1) $0 - $100,42.15,1,0,Surburban,1,Web,Womens E-Mail,1
41090,1,2) $100 - $200,164.17,0,1,Surburban,1,Web,Mens E-Mail,0
45045,3,3) $200 - $350,252.72,1,0,Surburban,1,Phone,Mens E-Mail,0
62554,8,5) $500 - $750,520.09,1,1,Surburban,1,Web,Mens E-Mail,0
43262,6,3) $200 - $350,325.44,0,1,Urban,0,Phone,Womens E-Mail,1
7685,9,2) $100 - $200,184.66,1,0,Surburban,1,Phone,Mens E-Mail,0
25640,5,1) $0 - $100,34.57,1,0,Surburban,1,Phone,No E-Mail,0
2324,2,2) $100 - $200,195.6,1,0,Urban,0,Web,Mens E-Mail,0
58734,7,3) $200 - $350,218.09,1,0,Surburban,0,Web,Womens E-Mail,0
6227,8,2) $100 - $200,169.18,1,0,Urban,0,Web,No E-Mail,0
33278,10,1) $0 - $100,33.74,1,0,Urban,1,Phone,Mens E-Mail,0
41986,9,4) $350 - $500,375.58,1,0,Urban,0,Phone,Mens E-Mail,0
3149,10,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0
22121,10,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,0
37745,11,5) $500 - $750,522.99,1,0,Surburban,1,Web,No E-Mail,0
58831,9,1) $0 - $100,51.62,1,0,Rural,0,Phone,Womens E-Mail,0
10405,7,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0
19044,5,2) $100 - $200,143.27,0,1,Urban,0,Web,No E-Mail,0
26892,10,2) $100 - $200,142.27,1,0,Surburban,0,Web,Mens E-Mail,0
42685,4,4) $350 - $500,430.24,0,1,Rural,0,Web,Mens E-Mail,0
45472,8,3) $200 - $350,252.4,1,1,Urban,0,Web,No E-Mail,1
6531,1,1) $0 - $100,30.31,0,1,Urban,1,Phone,No E-Mail,0
3638,11,1) $0 - $100,57.27,1,0,Surburban,1,Web,No E-Mail,0
63582,1,"7) $1,000 +",1252.19,1,0,Urban,1,Phone,Womens E-Mail,1
63644,10,4) $350 - $500,395.99,0,1,Surburban,0,Web,No E-Mail,0
26208,4,4) $350 - $500,442.9,1,1,Rural,0,Web,Womens E-Mail,0
2777,3,4) $350 - $500,427.75,1,0,Surburban,0,Multichannel,Womens E-Mail,0
18091,3,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,1
43886,2,3) $200 - $350,305.72,0,1,Urban,0,Web,No E-Mail,0
5789,4,5) $500 - $750,651.95,1,1,Urban,1,Multichannel,Mens E-Mail,0
33915,6,4) $350 - $500,392.67,0,1,Surburban,0,Phone,Mens E-Mail,0
60229,11,2) $100 - $200,107.64,1,0,Surburban,1,Web,Womens E-Mail,0
56478,3,3) $200 - $350,339.28,1,1,Urban,0,Phone,Womens E-Mail,0
59872,2,2) $100 - $200,105.97,0,1,Surburban,0,Web,No E-Mail,0
18882,9,1) $0 - $100,54.92,1,0,Surburban,0,Web,Mens E-Mail,0
34854,6,3) $200 - $350,258.54,1,0,Urban,0,Phone,No E-Mail,0
9238,1,2) $100 - $200,154.49,0,1,Urban,1,Web,Mens E-Mail,1
10522,10,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0
54788,11,5) $500 - $750,577.81,0,1,Surburban,1,Web,Mens E-Mail,0
47049,9,1) $0 - $100,87.27,0,1,Surburban,1,Phone,Womens E-Mail,0
35438,1,1) $0 - $100,53.18,1,0,Surburban,0,Web,Womens E-Mail,0
47825,6,1) $0 - $100,30.72,1,0,Rural,0,Phone,Womens E-Mail,1
7835,5,3) $200 - $350,298.67,1,1,Rural,1,Phone,Womens E-Mail,0
38867,9,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0
54223,2,"7) $1,000 +",1252.08,1,1,Surburban,1,Multichannel,Mens E-Mail,0
25795,3,"6) $750 - $1,000",907.28,0,1,Surburban,1,Web,No E-Mail,0
48179,1,4) $350 - $500,352.03,0,1,Urban,1,Web,Mens E-Mail,0
10233,10,4) $350 - $500,365.95,1,0,Urban,1,Web,Womens E-Mail,0
7869,1,"7) $1,000 +",1198.46,1,0,Surburban,1,Multichannel,No E-Mail,0
671,11,1) $0 - $100,92.28,0,1,Surburban,1,Web,Womens E-Mail,0
53896,6,2) $100 - $200,122.42,0,1,Surburban,1,Web,Womens E-Mail,0
37002,8,1) $0 - $100,37.53,1,0,Rural,1,Phone,Mens E-Mail,0
43124,7,1) $0 - $100,42.97,0,1,Surburban,0,Phone,Mens E-Mail,0
27152,1,1) $0 - $100,78.77,0,1,Rural,1,Web,Womens E-Mail,0
10628,12,3) $200 - $350,315.23,1,0,Rural,0,Web,Mens E-Mail,0
54339,4,1) $0 - $100,47.05,0,1,Urban,1,Web,Mens E-Mail,0
44336,7,2) $100 - $200,167.92,0,1,Surburban,0,Phone,Mens E-Mail,1
47278,4,3) $200 - $350,331.95,0,1,Rural,0,Phone,Mens E-Mail,0
10677,9,2) $100 - $200,153.92,0,1,Surburban,0,Web,Womens E-Mail,0
18909,2,3) $200 - $350,336.86,1,0,Rural,0,Phone,No E-Mail,1
24845,10,1) $0 - $100,80.68,0,1,Surburban,1,Web,No E-Mail,0
42312,6,2) $100 - $200,132.44,1,0,Surburban,1,Web,No E-Mail,0
29320,1,5) $500 - $750,690.27,1,1,Urban,1,Phone,Mens E-Mail,0
63982,5,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0
41461,1,1) $0 - $100,59.7,1,0,Urban,1,Phone,Womens E-Mail,0
15463,11,2) $100 - $200,139.79,1,0,Surburban,1,Phone,Mens E-Mail,0
2170,1,2) $100 - $200,196.92,0,1,Urban,1,Web,Womens E-Mail,0
35676,4,1) $0 - $100,71.53,1,0,Rural,0,Web,Mens E-Mail,0
23524,12,1) $0 - $100,83.94,0,1,Urban,0,Web,Womens E-Mail,0
14433,5,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens E-Mail,0
34383,5,"6) $750 - $1,000",764.12,0,1,Surburban,1,Phone,Mens E-Mail,0
8503,6,"6) $750 - $1,000",948.79,1,1,Surburban,1,Web,No E-Mail,0
62593,1,5) $500 - $750,653.78,0,1,Urban,1,Multichannel,Mens E-Mail,0
17403,3,1) $0 - $100,92.55,1,0,Urban,0,Web,No E-Mail,0
11935,9,3) $200 - $350,269.32,0,1,Surburban,0,Web,Womens E-Mail,0
61924,5,2) $100 - $200,100.68,1,0,Surburban,1,Phone,Womens E-Mail,0
56012,4,2) $100 - $200,138.55,1,0,Surburban,1,Phone,Mens E-Mail,0
22544,9,3) $200 - $350,244.55,0,1,Surburban,1,Phone,Womens E-Mail,0
49398,11,1) $0 - $100,74.79,0,1,Rural,1,Phone,Mens E-Mail,0
13860,2,3) $200 - $350,344.38,1,1,Urban,0,Web,Mens E-Mail,0
59001,5,2) $100 - $200,160.12,1,0,Urban,1,Web,No E-Mail,0
35006,4,1) $0 - $100,32.16,1,0,Surburban,1,Phone,Mens E-Mail,1
17839,2,4) $350 - $500,498.12,1,0,Urban,0,Web,Womens E-Mail,1
10343,6,3) $200 - $350,265.39,0,1,Surburban,0,Web,No E-Mail,0
8142,10,4) $350 - $500,428.99,1,0,Surburban,0,Multichannel,Mens E-Mail,0
22424,6,3) $200 - $350,263.02,0,1,Urban,1,Web,Mens E-Mail,0
57504,6,2) $100 - $200,122.57,0,1,Urban,1,Phone,Mens E-Mail,0
26290,7,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,1
36377,2,2) $100 - $200,181.68,0,1,Surburban,1,Phone,Mens E-Mail,0
36806,6,2) $100 - $200,141.06,0,1,Urban,0,Web,No E-Mail,0
52591,6,5) $500 - $750,607.65,1,0,Urban,1,Web,Womens E-Mail,0
40483,1,3) $200 - $350,317.17,1,1,Surburban,0,Web,No E-Mail,1
57146,9,2) $100 - $200,196.83,1,0,Rural,0,Phone,Mens E-Mail,0
46180,2,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0
37132,7,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0
48947,8,4) $350 - $500,401.14,1,0,Urban,0,Multichannel,No E-Mail,0
47786,1,5) $500 - $750,720.65,0,1,Surburban,1,Multichannel,No E-Mail,0
48131,4,3) $200 - $350,240.04,1,0,Rural,0,Phone,Womens E-Mail,1
15916,5,2) $100 - $200,160.11,1,0,Urban,0,Web,No E-Mail,0
31749,2,3) $200 - $350,310.49,0,1,Urban,0,Phone,Mens E-Mail,0
30148,1,3) $200 - $350,229.39,0,1,Surburban,1,Phone,Womens E-Mail,0
41883,1,"6) $750 - $1,000",790.97,0,1,Surburban,1,Phone,Womens E-Mail,1
18102,2,2) $100 - $200,157.94,0,1,Surburban,1,Phone,No E-Mail,0
7796,2,1) $0 - $100,55.53,1,0,Surburban,1,Phone,No E-Mail,0
40509,2,1) $0 - $100,46.43,1,0,Surburban,0,Phone,No E-Mail,0
63201,8,1) $0 - $100,73.0,0,1,Urban,0,Phone,No E-Mail,0
15764,7,1) $0 - $100,34.4,0,1,Urban,0,Phone,Womens E-Mail,1
41987,2,2) $100 - $200,189.13,1,0,Rural,1,Phone,Mens E-Mail,0
22507,4,5) $500 - $750,666.68,1,1,Surburban,1,Phone,Mens E-Mail,1
40807,8,1) $0 - $100,95.36,1,0,Surburban,1,Phone,Mens E-Mail,0
29407,10,1) $0 - $100,68.63,1,0,Rural,0,Web,Mens E-Mail,0
61925,1,2) $100 - $200,188.02,1,0,Surburban,0,Phone,Womens E-Mail,0
44171,2,3) $200 - $350,246.67,0,1,Urban,0,Multichannel,Womens E-Mail,0
33105,10,3) $200 - $350,347.02,0,1,Urban,0,Web,No E-Mail,1
29106,1,2) $100 - $200,185.94,0,1,Surburban,0,Phone,No E-Mail,0
2789,7,2) $100 - $200,171.12,1,0,Surburban,1,Web,Mens E-Mail,0
45205,4,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0
62793,9,2) $100 - $200,104.64,0,1,Urban,1,Web,No E-Mail,0
32421,7,1) $0 - $100,89.69,0,1,Surburban,1,Web,Womens E-Mail,1
11495,11,1) $0 - $100,79.77,0,1,Surburban,0,Phone,Womens E-Mail,1
47290,7,4) $350 - $500,409.28,1,0,Surburban,1,Phone,Womens E-Mail,0
32727,9,2) $100 - $200,151.82,1,0,Urban,1,Phone,Mens E-Mail,0
17416,10,3) $200 - $350,247.49,1,0,Urban,0,Phone,Mens E-Mail,0
44404,11,1) $0 - $100,45.82,1,0,Urban,1,Phone,Womens E-Mail,0
59862,9,1) $0 - $100,29.99,0,1,Rural,1,Phone,No E-Mail,0
10785,3,5) $500 - $750,543.14,1,1,Surburban,1,Multichannel,Mens E-Mail,0
51738,6,1) $0 - $100,74.73,0,1,Rural,1,Web,No E-Mail,0
24431,2,"6) $750 - $1,000",801.22,0,1,Surburban,1,Multichannel,Womens E-Mail,0
19791,10,2) $100 - $200,178.41,1,0,Surburban,1,Phone,Mens E-Mail,0
59490,6,3) $200 - $350,239.87,1,1,Urban,1,Phone,Womens E-Mail,0
31659,3,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0
13810,1,4) $350 - $500,417.79,0,1,Surburban,0,Multichannel,Womens E-Mail,0
24515,1,2) $100 - $200,126.97,1,0,Urban,1,Phone,Mens E-Mail,0
35387,7,2) $100 - $200,143.8,0,1,Rural,0,Phone,Womens E-Mail,0
23684,6,1) $0 - $100,79.7,0,1,Surburban,0,Web,Womens E-Mail,0
18741,1,1) $0 - $100,78.24,1,0,Rural,0,Phone,Mens E-Mail,0
13681,1,3) $200 - $350,279.83,0,1,Surburban,0,Web,Mens E-Mail,0
18095,7,2) $100 - $200,134.28,1,0,Surburban,1,Web,No E-Mail,0
54156,8,3) $200 - $350,302.94,0,1,Urban,0,Phone,Womens E-Mail,0
48931,3,3) $200 - $350,240.85,1,0,Surburban,1,Phone,Mens E-Mail,0
4494,7,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0
41536,9,5) $500 - $750,545.95,1,0,Urban,1,Phone,Womens E-Mail,0
56336,1,3) $200 - $350,316.0,1,1,Rural,0,Multichannel,No E-Mail,0
6162,10,1) $0 - $100,90.42,1,0,Urban,0,Web,No E-Mail,0
51724,2,"6) $750 - $1,000",801.67,1,1,Surburban,1,Multichannel,Mens E-Mail,1
52503,6,1) $0 - $100,57.52,1,0,Surburban,0,Phone,Mens E-Mail,0
5864,1,2) $100 - $200,131.8,0,1,Surburban,0,Web,No E-Mail,0
49862,10,4) $350 - $500,435.46,0,1,Urban,0,Multichannel,Womens E-Mail,0
7250,4,2) $100 - $200,161.48,1,0,Rural,0,Web,Mens E-Mail,0
29098,12,2) $100 - $200,177.72,0,1,Surburban,0,Web,Mens E-Mail,1
18089,2,1) $0 - $100,32.92,0,1,Surburban,1,Phone,No E-Mail,0
20334,9,1) $0 - $100,44.51,0,1,Surburban,0,Web,Womens E-Mail,0
48165,2,5) $500 - $750,502.87,0,1,Urban,1,Multichannel,No E-Mail,0
18757,5,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0
3776,7,2) $100 - $200,170.43,0,1,Urban,0,Web,No E-Mail,0
5029,10,1) $0 - $100,63.47,0,1,Rural,1,Phone,Mens E-Mail,0
34097,7,1) $0 - $100,40.23,0,1,Urban,1,Web,Mens E-Mail,0
21702,5,2) $100 - $200,125.26,1,0,Surburban,1,Web,Womens E-Mail,1
8287,10,1) $0 - $100,60.18,1,0,Urban,1,Phone,Womens E-Mail,0
47135,7,4) $350 - $500,449.62,0,1,Urban,0,Multichannel,Mens E-Mail,0
33122,12,3) $200 - $350,258.23,1,0,Surburban,1,Web,Mens E-Mail,0
14584,7,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0
58679,6,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,0
18192,8,4) $350 - $500,495.39,0,1,Surburban,0,Multichannel,Womens E-Mail,0
282,6,1) $0 - $100,78.69,0,1,Surburban,0,Phone,Mens E-Mail,0
47859,5,3) $200 - $350,308.3,0,1,Rural,0,Web,Mens E-Mail,1
52444,2,3) $200 - $350,250.08,1,1,Rural,0,Multichannel,Mens E-Mail,1
53929,10,3) $200 - $350,236.67,1,0,Surburban,1,Phone,Mens E-Mail,0
43613,12,3) $200 - $350,222.85,1,0,Surburban,0,Web,Mens E-Mail,0
904,9,2) $100 - $200,115.84,0,1,Surburban,1,Web,No E-Mail,0
25653,1,2) $100 - $200,165.74,1,0,Rural,1,Phone,Womens E-Mail,0
63699,11,4) $350 - $500,356.44,1,0,Urban,1,Web,No E-Mail,0
52454,9,3) $200 - $350,214.51,1,0,Urban,1,Phone,No E-Mail,0
32037,11,4) $350 - $500,448.28,1,0,Urban,0,Web,Womens E-Mail,0
57086,6,1) $0 - $100,86.46,0,1,Urban,1,Web,Womens E-Mail,0
27163,1,5) $500 - $750,608.36,0,1,Urban,1,Multichannel,Womens E-Mail,0
3734,5,3) $200 - $350,285.22,1,0,Surburban,0,Multichannel,Womens E-Mail,0
48141,9,3) $200 - $350,208.49,1,0,Urban,1,Phone,No E-Mail,0
28816,2,1) $0 - $100,96.75,1,0,Urban,1,Web,Womens E-Mail,0
18822,9,1) $0 - $100,35.84,0,1,Urban,0,Phone,Womens E-Mail,0
61160,3,1) $0 - $100,84.35,0,1,Surburban,0,Web,No E-Mail,0
9538,1,1) $0 - $100,29.99,0,1,Rural,0,Web,Womens E-Mail,1
2380,6,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,0
42286,2,5) $500 - $750,553.47,1,0,Urban,1,Multichannel,Womens E-Mail,0
42500,1,1) $0 - $100,82.53,0,1,Urban,0,Web,Mens E-Mail,1
28239,3,3) $200 - $350,335.61,1,1,Rural,0,Phone,Womens E-Mail,0
61186,4,4) $350 - $500,375.67,1,0,Surburban,0,Web,No E-Mail,0
42700,5,1) $0 - $100,67.36,0,1,Surburban,1,Web,Mens E-Mail,0
4785,6,3) $200 - $350,209.49,1,1,Urban,1,Web,Womens E-Mail,0
47580,10,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,0
34839,5,3) $200 - $350,269.75,0,1,Surburban,0,Phone,No E-Mail,0
24690,5,2) $100 - $200,155.49,0,1,Surburban,0,Phone,Mens E-Mail,0
25929,10,1) $0 - $100,88.75,1,0,Urban,1,Web,Mens E-Mail,0
62355,4,3) $200 - $350,320.4,1,1,Urban,1,Phone,No E-Mail,0
36430,10,3) $200 - $350,221.29,1,0,Urban,1,Multichannel,Womens E-Mail,0
57422,8,2) $100 - $200,147.33,0,1,Surburban,1,Web,Womens E-Mail,0
47032,7,2) $100 - $200,187.7,1,0,Urban,1,Web,No E-Mail,0
36785,5,1) $0 - $100,98.24,1,0,Urban,0,Web,Womens E-Mail,0
40610,2,1) $0 - $100,56.08,1,0,Surburban,0,Phone,No E-Mail,0
59355,4,1) $0 - $100,79.09,1,0,Surburban,1,Web,Mens E-Mail,0
35682,4,1) $0 - $100,96.3,0,1,Surburban,1,Phone,Mens E-Mail,1
17682,1,3) $200 - $350,308.22,1,0,Surburban,0,Multichannel,No E-Mail,1
54215,4,1) $0 - $100,53.89,1,0,Surburban,0,Web,Womens E-Mail,0
15782,7,4) $350 - $500,373.61,1,0,Surburban,0,Multichannel,Womens E-Mail,0
47845,10,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0
253,1,1) $0 - $100,33.5,1,0,Surburban,0,Web,Mens E-Mail,0
32207,3,1) $0 - $100,89.55,1,0,Rural,1,Phone,Mens E-Mail,0
21883,7,5) $500 - $750,590.16,1,1,Urban,1,Web,Womens E-Mail,0
13560,3,1) $0 - $100,35.36,0,1,Surburban,1,Web,Mens E-Mail,0
56436,2,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0
58554,10,1) $0 - $100,30.77,1,0,Surburban,0,Phone,No E-Mail,0
25296,9,3) $200 - $350,209.82,0,1,Surburban,1,Phone,Womens E-Mail,0
34870,1,3) $200 - $350,304.18,1,0,Urban,1,Phone,No E-Mail,0
35476,8,5) $500 - $750,636.18,1,1,Surburban,1,Multichannel,No E-Mail,0
12293,1,1) $0 - $100,29.99,0,1,Rural,0,Web,No E-Mail,0
41920,1,3) $200 - $350,229.73,1,1,Surburban,1,Multichannel,Mens E-Mail,0
53156,3,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0
44778,6,2) $100 - $200,132.2,0,1,Surburban,1,Web,Womens E-Mail,0
19032,1,2) $100 - $200,168.66,1,0,Urban,0,Phone,No E-Mail,0
3214,12,3) $200 - $350,215.26,1,1,Rural,0,Phone,Womens E-Mail,1
5839,9,5) $500 - $750,609.0,1,0,Urban,1,Web,Womens E-Mail,0
43663,1,3) $200 - $350,260.38,0,1,Surburban,1,Phone,Womens E-Mail,0
6073,1,2) $100 - $200,108.18,1,0,Urban,0,Phone,Mens E-Mail,0
3705,6,4) $350 - $500,381.16,1,0,Urban,0,Multichannel,Womens E-Mail,0
13969,11,4) $350 - $500,425.25,0,1,Surburban,0,Phone,Womens E-Mail,0
12776,1,"6) $750 - $1,000",889.95,1,1,Urban,1,Phone,Womens E-Mail,0
58647,11,2) $100 - $200,114.35,1,0,Urban,1,Phone,Womens E-Mail,0
57998,11,1) $0 - $100,38.08,0,1,Surburban,0,Phone,Mens E-Mail,0
37022,10,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,0
34731,11,1) $0 - $100,44.11,0,1,Surburban,0,Web,Mens E-Mail,0
24243,10,3) $200 - $350,315.91,0,1,Urban,0,Web,No E-Mail,0
43300,1,1) $0 - $100,77.35,1,0,Surburban,0,Web,Womens E-Mail,0
36733,10,1) $0 - $100,94.39,1,0,Urban,1,Web,Womens E-Mail,0
57154,3,1) $0 - $100,30.69,0,1,Surburban,1,Web,No E-Mail,0
4910,4,4) $350 - $500,490.02,1,0,Surburban,1,Multichannel,Mens E-Mail,0
21294,6,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0
29488,12,2) $100 - $200,116.96,0,1,Urban,0,Phone,Womens E-Mail,0
6368,1,"7) $1,000 +",1104.57,1,1,Surburban,1,Web,No E-Mail,0
29366,6,4) $350 - $500,351.62,0,1,Urban,1,Phone,Mens E-Mail,0
51841,11,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0
33347,2,4) $350 - $500,408.98,1,1,Urban,1,Multichannel,No E-Mail,0
59730,5,3) $200 - $350,330.44,1,0,Surburban,1,Multichannel,Mens E-Mail,0
47453,6,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,1
17297,10,1) $0 - $100,60.43,0,1,Surburban,0,Web,Mens E-Mail,0
22036,9,2) $100 - $200,141.42,1,0,Surburban,1,Web,Womens E-Mail,0
57000,11,1) $0 - $100,57.88,0,1,Surburban,1,Web,Womens E-Mail,0
60264,3,2) $100 - $200,108.44,0,1,Surburban,1,Web,No E-Mail,0
26387,8,2) $100 - $200,154.36,0,1,Surburban,1,Phone,Mens E-Mail,0
9454,4,"6) $750 - $1,000",816.32,1,1,Urban,1,Web,Womens E-Mail,0
36673,8,1) $0 - $100,33.74,0,1,Surburban,1,Phone,No E-Mail,0
59675,7,1) $0 - $100,86.56,1,0,Surburban,1,Phone,No E-Mail,0
53956,1,1) $0 - $100,75.37,1,0,Rural,1,Phone,No E-Mail,0
17446,8,1) $0 - $100,92.18,1,0,Urban,0,Web,No E-Mail,0
1182,1,2) $100 - $200,159.32,1,0,Surburban,1,Web,No E-Mail,0
49655,11,3) $200 - $350,255.16,0,1,Urban,1,Multichannel,Mens E-Mail,0
3766,10,2) $100 - $200,133.94,1,0,Urban,0,Phone,Mens E-Mail,1
46474,2,"6) $750 - $1,000",822.99,1,0,Urban,1,Phone,Womens E-Mail,0
56647,8,1) $0 - $100,50.23,0,1,Urban,0,Web,Mens E-Mail,0
43737,1,5) $500 - $750,535.66,0,1,Surburban,1,Multichannel,Mens E-Mail,0
31200,3,"6) $750 - $1,000",797.62,1,0,Urban,1,Web,Mens E-Mail,0
3295,10,2) $100 - $200,153.93,1,0,Urban,1,Web,Womens E-Mail,0
30511,1,2) $100 - $200,130.3,0,1,Urban,0,Web,Mens E-Mail,1
62276,8,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0
47999,10,2) $100 - $200,186.2,0,1,Surburban,0,Web,No E-Mail,1
14792,6,1) $0 - $100,29.99,1,0,Rural,0,Phone,No E-Mail,0
20337,7,1) $0 - $100,68.36,1,0,Urban,1,Phone,No E-Mail,0
39779,4,5) $500 - $750,657.31,1,0,Urban,1,Multichannel,Mens E-Mail,0
14074,2,1) $0 - $100,50.07,0,1,Urban,0,Web,No E-Mail,0
24859,2,2) $100 - $200,127.04,0,1,Urban,1,Web,Womens E-Mail,0
59060,5,2) $100 - $200,126.71,1,0,Urban,0,Phone,No E-Mail,1
49371,12,2) $100 - $200,174.8,1,0,Urban,0,Phone,No E-Mail,0
42329,7,3) $200 - $350,261.6,0,1,Surburban,0,Web,Womens E-Mail,0
4185,7,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0
